City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Morros,-9.4467,-46.3003,90.3,42,100,1.97,BR,1610219252
Balikpapan,-1.2675,116.8289,75.81,91,75,2.82,ID,1610219253
Santa Lucía,27.9117,-15.5407,62.01,59,40,13.8,ES,1610219254
Dali,25.7,100.1833,42.93,68,84,5.1,CN,1610219255
Yulara,-25.2406,130.9889,75.2,25,0,5.75,AU,1610219256
Kushmurun,52.4503,64.6311,10.36,95,100,16.44,KZ,1610219258
Healdsburg,38.6105,-122.8692,54.0,71,40,3.44,US,1610219259
Sirte,31.2089,16.5887,74.35,34,0,13.22,LY,1610219260
Waldoboro,44.0954,-69.3756,32.0,69,90,9.22,US,1610219261
Raudeberg,61.9875,5.1352,34.0,93,100,26.02,NO,1610219262
Ossora,59.2353,163.0719,5.47,83,100,9.26,RU,1610219264
Mosquera,4.7059,-74.2302,62.6,59,75,5.75,CO,1610219016
Leshan,29.5623,103.7639,37.72,88,93,3.65,CN,1610219266
Sault Ste. Marie,46.5168,-84.3333,32.0,86,90,4.38,CA,1610219267
Qeshm,26.9581,56.2719,53.6,16,20,6.91,IR,1610219268
Burla,21.5,83.8667,71.33,53,0,3.89,IN,1610219270
Arlit,18.7369,7.3853,79.43,15,0,10.6,NE,1610219271
Mariehamn,60.0973,19.9348,28.4,86,90,2.3,AX,1610219272
Shar,49.5886,81.0453,-1.03,86,73,10.33,KZ,1610219273
Talnakh,69.4865,88.3972,-25.85,84,19,0.54,RU,1610219275
Boundiali,9.5217,-6.4869,87.44,28,37,4.54,CI,1610219276
Basoko,1.2391,23.616,77.27,68,0,2.42,CD,1610219125
Quatre Cocos,-20.2078,57.7625,79.0,94,75,11.5,MU,1610219278
Marabá,-5.3686,-49.1178,89.6,62,40,5.75,BR,1610219280
Victoria Point,-27.5833,153.3,71.01,74,69,8.01,AU,1610219281
Jumla,29.2747,82.1838,37.74,55,89,2.8,NP,1610218983
Podyuga,61.095,40.8647,-9.65,90,45,4.52,RU,1610219283
Oussouye,12.485,-16.5469,87.8,69,0,16.11,SN,1610219285
Bam,29.106,58.357,42.21,40,0,4.47,IR,1610219286
Strezhevoy,60.7333,77.5889,-13.0,77,75,2.24,RU,1610219287
Masindi,1.6744,31.715,72.41,55,64,5.21,UG,1610219288
Bereket,39.2446,55.5154,34.07,82,99,6.04,TM,1610219289
Beïnamar,8.6698,15.3813,77.67,18,100,1.05,TD,1610219291
Rock Sound,24.9,-76.2,68.59,71,78,17.76,BS,1610219292
Sittwe,20.15,92.9,70.54,63,0,2.73,MM,1610219244
Constitución,-35.3333,-72.4167,63.5,52,0,17.29,CL,1610219294
Maragogi,-9.0122,-35.2225,81.39,70,95,12.71,BR,1610219269
Cockburn Town,21.4612,-71.1419,80.6,74,75,5.75,TC,1610219297
Amalfi,6.9102,-75.0776,68.29,95,73,2.33,CO,1610219298
Samaná,19.2056,-69.3369,86.0,74,20,6.91,DO,1610219299
Pangai,-19.8,-174.35,78.8,100,20,9.22,TO,1610219300
Castlemaine,-37.0667,144.2167,63.0,46,99,2.1,AU,1610219025
Matamoros,25.5333,-103.25,66.2,24,1,3.18,MX,1610219017
Grindavik,63.8424,-22.4338,23.0,100,90,5.75,IS,1610219201
Aktyubinskiy,54.8137,52.8056,15.58,98,100,5.7,RU,1610219305
Laguna,38.421,-121.4238,51.01,71,1,8.05,US,1610219307
Esil,51.9556,66.4042,8.92,90,100,17.78,KZ,1610219308
Lebu,-37.6167,-73.65,60.49,59,0,9.06,CL,1610219309
Haines Junction,60.7522,-137.5108,21.2,86,100,1.14,CA,1610219310
Amapá,1.0,-52.0,80.01,90,100,4.81,BR,1610219312
Yar-Sale,66.8333,70.8333,-10.5,90,90,11.56,RU,1610219313
Kontagora,10.3999,5.4695,83.21,14,0,6.22,NG,1610219314
Kamaishi,39.2667,141.8833,25.38,88,7,12.19,JP,1610219241
Tomatlán,19.9333,-105.25,87.39,40,38,7.43,MX,1610219316
Banda Aceh,5.5577,95.3222,77.74,78,100,3.4,ID,1610219170
Buraidah,26.326,43.975,59.0,100,20,8.05,SA,1610219281
São Félix do Xingu,-6.6447,-51.995,88.86,55,100,4.83,BR,1610219256
Niagara Falls,43.1001,-79.0663,37.99,51,1,8.05,CA,1610219163
Copiapó,-27.3667,-70.3333,69.8,56,0,12.66,CL,1610219322
Ekpoma,6.7421,6.139,78.8,63,1,4.65,NG,1610219324
Koumac,-20.5667,164.2833,80.26,81,100,7.25,NC,1610219325
Katsuura,35.1333,140.3,32.0,55,0,5.75,JP,1610219326
Birao,10.2849,22.7882,76.08,18,72,8.03,CF,1610219141
Lüderitz,-26.6481,15.1594,71.78,52,0,27.29,NA,1610219183
Christchurch,-43.5333,172.6333,57.99,94,90,14.97,NZ,1610219254
Santa Maria,-29.6842,-53.8069,96.49,23,14,4.94,BR,1610219329
Noumea,-22.2763,166.4572,81.0,94,75,2.3,NC,1610219332
Lixouri,38.2019,20.4314,64.4,94,75,8.05,GR,1610219333
Dmytrivka,45.9717,28.9864,34.72,86,98,1.88,UA,1610219334
Kulhudhuffushi,6.6221,73.07,82.06,76,22,10.47,MV,1610219336
Westport,41.1415,-73.3579,35.6,44,1,12.66,US,1610219308
Isiolo,0.3546,37.5822,69.42,62,70,2.3,KE,1610219338
Olafsvik,64.8945,-23.7142,28.71,93,100,11.18,IS,1610219339
Leningradskiy,69.3833,178.4167,-21.51,83,40,4.18,RU,1610219341
Phang Nga,8.4509,98.5298,77.0,83,20,2.3,TH,1610219342
Ust'ye,59.6304,39.736,-5.08,91,55,6.15,RU,1610219343
Tomohon,1.3346,124.8392,75.2,94,20,2.3,ID,1610219345
Ulaangom,49.9811,92.0667,-32.1,81,27,1.5,MN,1610219346
Yārāda,17.65,83.2667,69.8,94,0,2.3,IN,1610219348
Isangel,-19.55,169.2667,77.0,100,75,3.78,VU,1610219349
Cidreira,-30.1811,-50.2056,81.07,66,0,12.97,BR,1610219087
Linxia Chengguanzhen,35.6003,103.2064,10.8,68,3,3.51,CN,1610219351
Altay,47.8667,88.1167,-6.52,78,21,2.57,CN,1610219352
Kargopol',61.5071,38.9456,-13.29,89,81,3.62,RU,1610219354
Bambous Virieux,-20.3428,57.7575,79.0,94,75,11.5,MU,1610219355
Gorakhpur,29.45,75.6833,54.41,45,0,8.1,IN,1610219356
Hobyo,5.3505,48.5268,75.83,68,0,23.04,SO,1610219357
Vung Tau,10.346,107.0843,74.7,77,8,17.25,VN,1610219358
Agua Fría,13.4689,-87.5511,93.2,40,0,3.44,HN,1610219360
Pimenta Bueno,-11.6725,-61.1936,93.83,45,44,4.45,BR,1610219361
Ishim,56.1128,69.4902,9.55,95,100,8.05,RU,1610219362
Takoradze,4.8845,-1.7554,80.38,83,3,9.98,GH,1610219222
Grójec,51.8625,20.8676,32.0,99,100,11.83,PL,1610219365
Hyères,43.1167,6.1167,48.2,53,90,14.97,FR,1610219366
Omboué,-1.5746,9.2618,78.58,88,15,5.46,GA,1610219367
Atar,20.5169,-13.0499,68.9,32,5,11.65,MR,1610219368
Byron Bay,-28.65,153.6167,70.0,94,90,8.05,AU,1610219369
Outjo,-20.1167,16.15,67.95,81,100,19.86,NA,1610219371
Baturaja,-4.1333,104.1667,72.59,96,100,1.45,ID,1610219372
Teguise,29.0605,-13.564,60.8,59,40,10.36,ES,1610219373
Reftinskiy,57.0901,61.6769,1.4,85,40,4.47,RU,1610219241
Mikuni,36.2171,136.1519,35.6,93,90,20.71,JP,1610219375
Marystown,47.1666,-55.1483,35.51,83,99,18.43,CA,1610219145
Varkala,8.7341,76.7067,80.6,94,40,6.76,IN,1610219378
Hashtrūd,37.4779,47.0508,18.46,78,99,0.69,IR,1610219379
Naushki,50.3828,106.1056,-9.87,84,89,3.22,RU,1610219380
Mogadishu,2.0371,45.3438,76.71,77,0,24.76,SO,1610219381
Aksarka,66.5606,67.7975,-10.77,90,100,13.27,RU,1610219383
Mikkeli,61.6886,27.2723,13.59,96,92,2.82,FI,1610219384
Boende,-0.2167,20.8667,72.16,93,44,2.77,CD,1610219385
Goderich,43.7501,-81.7165,33.8,60,100,4.61,CA,1610219386
Sunland Park,31.7965,-106.58,54.0,30,1,5.75,US,1610219114
Caucayá,-0.1934,-74.7819,87.96,50,6,5.41,CO,1610219389
Cortez,37.3489,-108.5859,37.99,44,1,5.75,US,1610219249
Palana,59.1167,159.9667,11.55,92,100,12.15,RU,1610219391
Leh,34.1667,77.5833,2.68,63,0,0.6,IN,1610219392
Malbork,54.0359,19.0266,30.99,100,93,2.51,PL,1610219393
Jiancheng,30.391,104.5491,39.99,81,40,2.64,CN,1610219395
Pokhara,28.2333,83.9833,58.62,35,99,4.68,NP,1610219396
Elmira,42.0898,-76.8077,37.4,52,1,8.05,US,1610219397
Mwinilunga,-11.7358,24.4293,64.45,96,100,4.18,ZM,1610219399
Wawa,9.9022,4.4192,83.59,17,0,1.05,NG,1610219400
Benghazi,32.1167,20.0667,69.13,50,0,9.1,LY,1610219401
Coquimbo,-29.9533,-71.3436,64.4,68,40,13.8,CL,1610219402
Coron,11.9986,120.2043,76.12,84,98,1.72,PH,1610219404
Corinth,37.9407,22.9573,57.99,71,15,1.01,GR,1610219405
Bhachāu,23.2833,70.35,65.62,57,0,12.82,IN,1610219406
Hanstholm,57.1167,8.6167,32.0,78,100,15.68,DK,1610219407
Baharly,38.4362,57.4316,38.68,64,0,4.05,TM,1610219408
Mokrous,51.2333,47.5167,33.24,98,100,17.36,RU,1610219410
Pringsewu,-5.3582,104.9744,72.03,93,100,2.82,ID,1610219129
Nānākuli,21.3906,-158.1547,75.2,64,1,3.44,US,1610219412
Arrondissement de Fontenay-le-Comte,46.5833,-1.0,33.8,86,0,12.66,FR,1610219413
Akom,2.6678,12.7109,75.15,49,93,2.91,CM,1610219414
Javorník,50.3908,17.0027,26.01,77,28,1.99,CZ,1610219416
Zhuhai,22.2769,113.5678,53.6,43,0,13.8,CN,1610219417
Talā,30.6803,30.9429,56.08,88,0,5.28,EG,1610219418
Walajapet,12.9333,79.3833,72.68,85,100,3.53,IN,1610219419
Labuhan,-6.8844,112.2051,77.18,85,100,8.39,ID,1610219420
Orotukan,62.2667,151.7,-25.91,83,100,1.57,RU,1610219422
Terrace,54.5163,-128.6035,32.0,100,90,2.3,CA,1610219423
Sarkand,45.41,79.9186,10.63,65,0,4.09,KZ,1610219424
Yangambi,0.8102,24.4336,74.93,71,94,1.54,CD,1610219225
Colina,-20.7133,-48.5408,84.97,63,90,7.38,BR,1610219426
Tual,-5.6667,132.75,83.55,75,100,10.4,ID,1610219428
Batagay,67.6333,134.6333,-20.2,86,99,0.92,RU,1610219429
Sabang,5.8933,95.3214,80.82,77,100,10.36,ID,1610219430
Coahuayana Viejo,18.7333,-103.6833,78.8,57,40,11.5,MX,1610219431
Zyryanka,65.75,150.85,-27.83,86,98,4.29,RU,1610219432
Necochea,-38.5473,-58.7368,86.0,48,0,14.9,AR,1610219185
Muş Province,39.0,41.75,18.14,89,41,3.24,TR,1610219435
Turaif,31.6725,38.6637,46.4,61,0,8.05,SA,1610219436
Luncaviţa,45.2833,28.2667,32.0,93,75,2.3,RO,1610219437
Nabire,-3.3667,135.4833,76.28,86,100,3.85,ID,1610219439
Makueni Boma,-1.8041,37.6203,63.84,96,100,4.88,KE,1610219440
Sibolga,1.7427,98.7792,75.47,86,100,1.83,ID,1610219441
Kapit,2.0167,112.9333,74.32,94,100,0.83,MY,1610219442
Luwuk,-0.9516,122.7875,77.72,76,6,4.12,ID,1610219444
Salalah,17.0151,54.0924,71.6,28,0,10.36,OM,1610219445
Zemio,5.0314,25.1361,76.03,43,25,1.32,CF,1610219446
Valparaíso,-33.0393,-71.6273,71.6,46,0,10.36,CL,1610219251
Taltal,-25.4,-70.4833,70.75,59,34,8.14,CL,1610219448
Long Xuyen,10.3833,105.4167,73.4,100,20,2.3,VN,1610219450
Khandyga,62.6667,135.6,-33.16,83,100,1.36,RU,1610219451
Ampanihy,-24.7,44.75,78.67,69,0,7.14,MG,1610219452
Linhares,-19.3911,-40.0722,84.36,68,4,9.8,BR,1610219453
Nanyuki,0.0167,37.0728,57.63,78,55,2.06,KE,1610219454
Real,14.6625,121.6047,77.0,73,75,19.46,PH,1610219455
Matagami,49.7502,-77.6328,21.2,100,90,9.22,CA,1610219457
Ullapool,57.8987,-5.1604,37.99,55,87,5.99,GB,1610219458
Grenville,12.1167,-61.6167,86.0,70,20,23.02,GD,1610219459
Tezu,27.9167,96.1667,63.86,36,97,3.56,IN,1610219460
Santa Rosalía,27.3167,-112.2833,69.82,25,0,4.27,MX,1610219461
Kahului,20.8947,-156.47,75.2,73,40,11.5,US,1610219432
Linhai,28.85,121.1167,30.0,59,1,2.57,CN,1610219464
Bud,39.447,-86.1758,33.01,69,90,4.41,US,1610219465
Kavaratti,10.5669,72.642,82.51,75,100,6.69,IN,1610219466
Mumford,5.2618,-0.759,80.29,82,100,14.16,GH,1610219468
Muslyumovo,55.3033,53.1947,13.28,96,100,4.09,RU,1610219469
Tura,25.5198,90.2201,61.79,51,100,2.89,IN,1610219470
Warangal,18.0,79.5833,67.46,71,32,8.32,IN,1610219242
Kumul,42.8,93.45,9.01,92,6,0.6,CN,1610219472
Bowmore,34.9421,-79.3031,50.0,46,1,4.61,US,1610219474
Aksu,41.1231,80.2644,10.96,86,0,3.22,CN,1610219475
Yarmouth,41.7057,-70.2286,34.0,75,90,11.5,US,1610219476
Lebedinyy,58.5167,125.5167,-11.96,89,100,13.85,RU,1610219477
Alpena,45.0617,-83.4327,32.0,74,90,8.05,US,1610219478
Hambantota,6.1241,81.1185,75.2,100,75,4.61,LK,1610219480
Doctor Juan León Mallorquín,-25.4,-55.2667,87.8,66,75,4.61,PY,1610219482
Santa Clara,22.4,-79.9667,75.2,57,40,8.05,CU,1610219239
Coyhaique,-45.5752,-72.0662,50.0,81,90,5.75,CL,1610219484
Bay Roberts,47.5999,-53.2648,35.6,80,40,12.66,CA,1610219485
General Roca,-39.0333,-67.5833,89.6,10,0,19.57,AR,1610219487
Tiznit Province,29.5833,-9.5,47.62,82,52,9.55,MA,1610219488
Dingle,10.9995,122.6711,74.28,92,100,14.25,PH,1610219489
Beyneu,45.3167,55.2,30.78,85,0,14.7,KZ,1610219490
Lichinga,-13.3128,35.2406,64.4,94,90,4.61,MZ,1610219491
Korla,41.7597,86.1469,12.87,89,0,0.25,CN,1610219493
Visby,57.6409,18.296,32.0,93,75,6.91,SE,1610219494
Atasū,48.6814,71.6433,-0.06,83,100,6.55,KZ,1610219495
Bellinge,55.3354,10.3204,35.6,93,90,4.97,DK,1610219496
Saltpond,5.2091,-1.0606,80.35,81,100,14.29,GH,1610219497
Altenburg,50.9833,12.45,33.01,93,90,4.61,DE,1610219499
Lundazi,-12.2929,33.1782,64.53,97,100,6.15,ZM,1610219500
Lázaro Cárdenas,17.9583,-102.2,82.92,56,6,6.42,MX,1610219501
Shahe,39.2708,113.5478,6.44,79,0,8.01,CN,1610219502
Diego de Almagro,-26.3667,-70.05,84.15,16,0,15.52,CL,1610219504
Taoudenni,22.6783,-3.9836,79.12,29,98,11.43,ML,1610219505
Bahía Blanca,-38.7196,-62.2724,92.89,12,12,17.56,AR,1610219411
Leshukonskoye,64.8989,45.7622,-4.14,92,72,4.59,RU,1610219507
Muaná,-1.5283,-49.2167,82.09,83,100,5.75,BR,1610219508
